Info,UF,Município,Metro/Interior,Ano_Semana,CasosAcumulados,CasosNovos,ObitosAcumulados,ObitosNovos
COVID19Casos,MG,Coimbra,Interior,9/2023,7.280,0.0,91.0,0
COVID19Casos,MG,Coluna,Interior,9/2023,6.783,0.0,84.0,0
COVID19Casos,MG,Comendador Gomes,Interior,9/2023,4.347,0.0,35.0,0
COVID19Casos,MG,Comercinho,Interior,9/2023,4.172,0.0,42.0,0
COVID19Casos,MG,Conceição da Aparecida,Interior,9/2023,12.063,3.0,95.0,1
COVID19Casos,MG,Conceição da Barra de Minas,Interior,9/2023,5.236,0.0,56.0,0
COVID19Casos,MG,Conceição das Alagoas,Interior,9/2023,45.290,0.0,1.106,0
COVID19Casos,MG,Conceição das Pedras,Interior,9/2023,2.975,0.0,35.0,0
COVID19Casos,MG,Conceição de Ipanema,Interior,9/2023,4.982,1.0,35.0,0
COVID19Casos,MG,Conceição do Mato Dentro,Interior,9/2023,34.148,-33.0,273.0,0
COVID19Casos,MG,Conceição do Pará,Interior,9/2023,5.292,0.0,77.0,0
COVID19Casos,MG,Conceição do Rio Verde,Interior,9/2023,17.717,0.0,238.0,0
COVID19Casos,MG,Conceição dos Ouros,Interior,9/2023,12.997,1.0,280.0,0
COVID19Casos,MG,Cônego Marinho,Interior,9/2023,2.709,0.0,28.0,0
COVID19Casos,MG,Confins,Reg. Metropolitana,9/2023,3.850,0.0,137.0,1
COVID19Casos,MG,Congonhal,Interior,9/2023,20.890,3.0,238.0,0
COVID19Casos,MG,Congonhas,Interior,9/2023,89.271,0.0,833.0,0
COVID19Casos,MG,Congonhas do Norte,Interior,9/2023,2.786,0.0,35.0,0
COVID19Casos,MG,Conquista,Interior,9/2023,16.751,0.0,147.0,0
COVID19Casos,MG,Conselheiro Lafaiete,Interior,9/2023,191.951,17.0,2.312,1
COVID19Casos,MG,Conselheiro Pena,Interior,9/2023,26.219,3.0,515.0,1
COVID19Casos,MG,Consolação,Interior,9/2023,3.871,0.0,35.0,0
COVID19Casos,MG,Contagem,Reg. Metropolitana,9/2023,631.095,139.0,15.631,0
COVID19Casos,MG,Coqueiral,Interior,9/2023,11.631,7.0,203.0,0
COVID19Casos,MG,Coração de Jesus,Interior,9/2023,16.180,8.0,175.0,0
COVID19Casos,MG,Cordisburgo,Interior,9/2023,2.898,0.0,147.0,0
COVID19Casos,MG,Cordislândia,Interior,9/2023,4.431,0.0,28.0,0
COVID19Casos,MG,Corinto,Interior,9/2023,23.149,0.0,462.0,0
COVID19Casos,MG,Coroaci,Interior,9/2023,7.515,1.0,154.0,0
COVID19Casos,MG,Coromandel,Interior,9/2023,47.454,9.0,700.0,0
COVID19Casos,MG,Coronel Fabriciano,Interior,9/2023,152.451,7.0,2.73,0
COVID19Casos,MG,Coronel Murta,Interior,9/2023,5.756,1.0,70.0,0
COVID19Casos,MG,Coronel Pacheco,Interior,9/2023,1.533,0.0,70.0,0
COVID19Casos,MG,Coronel Xavier Chaves,Interior,9/2023,7.427,0.0,28.0,0
COVID19Casos,MG,Córrego Danta,Interior,9/2023,3.451,0.0,70.0,0
COVID19Casos,MG,Córrego do Bom Jesus,Interior,9/2023,9.471,14.0,56.0,0
COVID19Casos,MG,Córrego Fundo,Interior,9/2023,13.860,0.0,88.0,1
COVID19Casos,MG,Córrego Novo,Interior,9/2023,2.828,0.0,98.0,0
COVID19Casos,MG,Couto de Magalhães de Minas,Interior,9/2023,2.163,0.0,49.0,0
COVID19Casos,MG,Crisólita,Interior,9/2023,2.912,0.0,21.0,0
COVID19Casos,MG,Cristais,Interior,9/2023,19.278,0.0,238.0,0
COVID19Casos,MG,Cristália,Interior,9/2023,4.144,0.0,21.0,0
COVID19Casos,MG,Cristiano Otoni,Interior,9/2023,5.691,0.0,140.0,0
COVID19Casos,MG,Cristina,Interior,9/2023,11.984,0.0,77.0,0
COVID19Casos,MG,Crucilândia,Interior,9/2023,10.506,1.0,84.0,0
COVID19Casos,MG,Cruzeiro da Fortaleza,Interior,9/2023,7.385,0.0,56.0,0
COVID19Casos,MG,Cruzília,Interior,9/2023,23.283,4.0,385.0,0
COVID19Casos,MG,Cuparaque,Interior,9/2023,7.490,0.0,126.0,0
COVID19Casos,MG,Curral de Dentro,Interior,9/2023,7.777,0.0,126.0,0
COVID19Casos,MG,Curvelo,Interior,9/2023,65.436,0.0,2.177,0
COVID19Casos,MG,Datas,Interior,9/2023,8.141,0.0,112.0,0
COVID19Casos,MG,Delfim Moreira,Interior,9/2023,6.904,2.0,238.0,0
COVID19Casos,MG,Delfinópolis,Interior,9/2023,14.454,8.0,112.0,0
COVID19Casos,MG,Delta,Interior,9/2023,17.080,0.0,238.0,0
COVID19Casos,MG,Descoberto,Interior,9/2023,2.527,0.0,91.0,0
COVID19Casos,MG,Desterro de Entre Rios,Interior,9/2023,12.355,802.0,119.0,0
COVID19Casos,MG,Desterro do Melo,Interior,9/2023,4.809,0.0,21.0,0
COVID19Casos,MG,Diamantina,Interior,9/2023,74.614,5.0,756.0,0
COVID19Casos,MG,Diogo de Vasconcelos,Interior,9/2023,2.191,0.0,7.0,0
COVID19Casos,MG,Dionísio,Interior,9/2023,5.250,0.0,147.0,0
COVID19Casos,MG,Divinésia,Interior,9/2023,6.783,0.0,84.0,0
COVID19Casos,MG,Divino,Interior,9/2023,18.060,0.0,322.0,0
COVID19Casos,MG,Divino das Laranjeiras,Interior,9/2023,3.647,0.0,112.0,0
COVID19Casos,MG,Divinolândia de Minas,Interior,9/2023,4.263,0.0,119.0,0
COVID19Casos,MG,Divinópolis,Interior,9/2023,322.136,26.0,5.366,1
COVID19Casos,MG,Divisa Alegre,Interior,9/2023,6.104,0.0,63.0,0
COVID19Casos,MG,Divisa Nova,Interior,9/2023,8.890,0.0,105.0,0
COVID19Casos,MG,Divisópolis,Interior,9/2023,7.847,0.0,49.0,0
COVID19Casos,MG,Dom Bosco,Interior,9/2023,6.424,4.0,63.0,0
COVID19Casos,MG,Dom Cavati,Interior,9/2023,6.888,0.0,189.0,0
COVID19Casos,MG,Dom Joaquim,Interior,9/2023,5.950,0.0,49.0,0
COVID19Casos,MG,Dom Silvério,Interior,9/2023,7.238,0.0,133.0,0
COVID19Casos,MG,Dom Viçoso,Interior,9/2023,5.145,0.0,56.0,0
COVID19Casos,MG,Dona Euzébia,Interior,9/2023,16.849,12.0,154.0,0
COVID19Casos,MG,Dores de Campos,Interior,9/2023,15.210,1.0,266.0,0
COVID19Casos,MG,Dores de Guanhães,Interior,9/2023,5.880,0.0,70.0,0
COVID19Casos,MG,Dores do Indaiá,Interior,9/2023,17.689,0.0,203.0,0
COVID19Casos,MG,Dores do Turvo,Interior,9/2023,3.276,0.0,133.0,0
COVID19Casos,MG,Doresópolis,Interior,9/2023,2.464,0.0,7.0,0
COVID19Casos,MG,Douradoquara,Interior,9/2023,4.762,1.0,28.0,0
COVID19Casos,MG,Durandé,Interior,9/2023,13.411,0.0,105.0,0
COVID19Casos,MG,Elói Mendes,Interior,9/2023,42.500,3.0,469.0,0
COVID19Casos,MG,Engenheiro Caldas,Interior,9/2023,9.828,0.0,256.0,1
COVID19Casos,MG,Engenheiro Navarro,Interior,9/2023,3.073,0.0,77.0,0
COVID19Casos,MG,Entre Folhas,Interior,9/2023,7.105,0.0,133.0,0
COVID19Casos,MG,Entre Rios de Minas,Interior,9/2023,16.519,4.0,203.0,0
COVID19Casos,MG,Ervália,Interior,9/2023,24.283,0.0,294.0,0
COVID19Casos,MG,Esmeraldas,Reg. Metropolitana,9/2023,39.424,0.0,1.33,0
COVID19Casos,MG,Espera Feliz,Interior,9/2023,27.054,1.0,378.0,0
COVID19Casos,MG,Espinosa,Interior,9/2023,23.618,0.0,350.0,0
COVID19Casos,MG,Espírito Santo do Dourado,Interior,9/2023,9.430,5.0,133.0,0
COVID19Casos,MG,Estiva,Interior,9/2023,25.518,33.0,224.0,0
COVID19Casos,MG,Estrela Dalva,Interior,9/2023,5.413,11.0,63.0,0
COVID19Casos,MG,Estrela do Indaiá,Interior,9/2023,3.444,0.0,7.0,0
COVID19Casos,MG,Estrela do Sul,Interior,9/2023,11.811,1.0,210.0,0
COVID19Casos,MG,Eugenópolis,Interior,9/2023,14.847,0.0,175.0,0
COVID19Casos,MG,Ewbank da Câmara,Interior,9/2023,2.716,0.0,112.0,0
COVID19Casos,MG,Extrema,Interior,9/2023,135.685,63.0,1.024,1
COVID19Casos,MG,Fama,Interior,9/2023,5.745,8.0,7.0,0
COVID19Casos,MG,Faria Lemos,Interior,9/2023,4.519,1.0,42.0,0
COVID19Casos,MG,Felício dos Santos,Interior,9/2023,3.353,0.0,42.0,0
COVID19Casos,MG,Felisburgo,Interior,9/2023,13.041,0.0,126.0,0
COVID19Casos,MG,Felixlândia,Interior,9/2023,23.075,4.0,266.0,0
COVID19Casos,MG,Fernandes Tourinho,Interior,9/2023,3.300,2.0,133.0,0
COVID19Casos,MG,Ferros,Interior,9/2023,5.733,0.0,119.0,0
COVID19Casos,MG,Fervedouro,Interior,9/2023,11.585,0.0,140.0,0
COVID19Casos,MG,Florestal,Reg. Metropolitana,9/2023,2.016,0.0,105.0,0
COVID19Casos,MG,Formiga,Interior,9/2023,180.457,9.0,2.359,0
COVID19Casos,MG,Formoso,Interior,9/2023,4.347,0.0,77.0,0
COVID19Casos,MG,Fortaleza de Minas,Interior,9/2023,7.612,2.0,77.0,0
COVID19Casos,MG,Fortuna de Minas,Interior,9/2023,2.289,0.0,21.0,0
COVID19Casos,MG,Francisco Badaró,Interior,9/2023,2.156,0.0,49.0,0
COVID19Casos,MG,Francisco Dumont,Interior,9/2023,2.618,0.0,49.0,0
COVID19Casos,MG,Francisco Sá,Interior,9/2023,11.263,0.0,343.0,0
COVID19Casos,MG,Franciscópolis,Interior,9/2023,4.459,0.0,21.0,0
COVID19Casos,MG,Frei Gaspar,Interior,9/2023,6.699,0.0,112.0,0
COVID19Casos,MG,Frei Inocêncio,Interior,9/2023,8.323,0.0,245.0,0
COVID19Casos,MG,Frei Lagonegro,Interior,9/2023,2.001,1.0,35.0,0
COVID19Casos,MG,Fronteira,Interior,9/2023,29.596,0.0,487.0,1
COVID19Casos,MG,Fronteira dos Vales,Interior,9/2023,7.154,0.0,84.0,0
COVID19Casos,MG,Fruta de Leite,Interior,9/2023,2.632,0.0,21.0,0
COVID19Casos,MG,Frutal,Interior,9/2023,127.749,218.0,2.212,0
COVID19Casos,MG,Funilândia,Interior,9/2023,4.634,0.0,84.0,0
COVID19Casos,MG,Galiléia,Interior,9/2023,8.624,0.0,217.0,0
COVID19Casos,MG,Gameleiras,Interior,9/2023,4.508,0.0,28.0,0
COVID19Casos,MG,Glaucilândia,Interior,9/2023,3.199,0.0,49.0,0
COVID19Casos,MG,Goiabeira,Interior,9/2023,4.648,0.0,70.0,0
COVID19Casos,MG,Goianá,Interior,9/2023,6.321,0.0,56.0,0
COVID19Casos,MG,Gonçalves,Interior,9/2023,8.911,0.0,70.0,0
COVID19Casos,MG,Gonzaga,Interior,9/2023,4.697,0.0,126.0,0
COVID19Casos,MG,Gouveia,Interior,9/2023,9.226,0.0,245.0,0
COVID19Casos,MG,Governador Valadares,Interior,9/2023,395.192,0.0,10.761,1
COVID19Casos,MG,Grão Mogol,Interior,9/2023,10.710,0.0,91.0,0
COVID19Casos,MG,Grupiara,Interior,9/2023,5.054,0.0,42.0,0
COVID19Casos,MG,Guanhães,Interior,9/2023,37.841,3.0,427.0,0
COVID19Casos,MG,Guapé,Interior,9/2023,21.371,0.0,364.0,0
COVID19Casos,MG,Guaraciaba,Interior,9/2023,8.575,0.0,252.0,0
COVID19Casos,MG,Guaraciama,Interior,9/2023,3.500,0.0,49.0,0
COVID19Casos,MG,Guaranésia,Interior,9/2023,44.200,38.0,392.0,0
COVID19Casos,MG,Guarani,Interior,9/2023,10.241,0.0,91.0,0
COVID19Casos,MG,Guarará,Interior,9/2023,9.632,0.0,133.0,0
COVID19Casos,MG,Guarda-Mor,Interior,9/2023,15.435,0.0,98.0,0
COVID19Casos,MG,Guaxupé,Interior,9/2023,128.658,41.0,1.393,0
COVID19Casos,MG,Guidoval,Interior,9/2023,9.884,0.0,168.0,0
COVID19Casos,MG,Guimarânia,Interior,9/2023,12.810,0.0,119.0,0
COVID19Casos,MG,Guiricema,Interior,9/2023,16.249,6.0,287.0,0
COVID19Casos,MG,Gurinhatã,Interior,9/2023,9.660,0.0,49.0,0
COVID19Casos,MG,Heliodora,Interior,9/2023,9.877,0.0,140.0,0
COVID19Casos,MG,Iapu,Interior,9/2023,13.671,0.0,259.0,0
COVID19Casos,MG,Ibertioga,Interior,9/2023,5.819,1.0,112.0,0
COVID19Casos,MG,Ibiá,Interior,9/2023,41.440,0.0,511.0,0
COVID19Casos,MG,Ibiaí,Interior,9/2023,7.329,0.0,84.0,0
COVID19Casos,MG,Ibiracatu,Interior,9/2023,2.051,0.0,21.0,0
COVID19Casos,MG,Ibiraci,Interior,9/2023,15.610,0.0,217.0,0
COVID19Casos,MG,Ibirité,Reg. Metropolitana,9/2023,121.096,4.0,3.208,1
COVID19Casos,MG,Ibitiúra de Minas,Interior,9/2023,8.432,3.0,49.0,0
COVID19Casos,MG,Ibituruna,Interior,9/2023,5.208,0.0,7.0,0
COVID19Casos,MG,Icaraí de Minas,Interior,9/2023,6.090,0.0,42.0,0
COVID19Casos,MG,Igarapé,Reg. Metropolitana,9/2023,44.072,0.0,840.0,0
COVID19Casos,MG,Igaratinga,Interior,9/2023,17.157,0.0,119.0,0
COVID19Casos,MG,Iguatama,Interior,9/2023,12.320,10.0,119.0,0
COVID19Casos,MG,Ijaci,Interior,9/2023,8.274,0.0,140.0,0
COVID19Casos,MG,Ilicínea,Interior,9/2023,21.133,0.0,231.0,0
COVID19Casos,MG,Imbé de Minas,Interior,9/2023,5.516,0.0,84.0,0
COVID19Casos,MG,Inconfidentes,Interior,9/2023,14.642,4.0,84.0,0
COVID19Casos,MG,Indaiabira,Interior,9/2023,3.514,0.0,7.0,0
COVID19Casos,MG,Indianópolis,Interior,9/2023,11.239,3.0,63.0,0
COVID19Casos,MG,Ingaí,Interior,9/2023,2.835,0.0,56.0,0
COVID19Casos,MG,Inhapim,Interior,9/2023,23.121,0.0,546.0,0
COVID19Casos,MG,Inhaúma,Interior,9/2023,7.385,0.0,147.0,0
COVID19Casos,MG,Inimutaba,Interior,9/2023,9.128,0.0,154.0,0
COVID19Casos,MG,Ipaba,Interior,9/2023,15.204,0.0,469.0,0
COVID19Casos,MG,Ipanema,Interior,9/2023,29.260,0.0,623.0,0
COVID19Casos,MG,Ipatinga,Interior,9/2023,370.734,2.0,7.042,0
COVID19Casos,MG,Ipiaçu,Interior,9/2023,10.737,1.0,147.0,0
COVID19Casos,MG,Ipuiúna,Interior,9/2023,19.217,-1.0,323.0,2
COVID19Casos,MG,Iraí de Minas,Interior,9/2023,6.342,0.0,112.0,0
COVID19Casos,MG,Itabira,Interior,9/2023,247.510,9.0,2.961,0
COVID19Casos,MG,Itabirinha,Interior,9/2023,11.781,0.0,392.0,0
COVID19Casos,MG,Itabirito,Interior,9/2023,143.122,28.0,1.302,0
COVID19Casos,MG,Itacambira,Interior,9/2023,4.732,0.0,28.0,0
COVID19Casos,MG,Itacarambi,Interior,9/2023,7.826,0.0,154.0,0
COVID19Casos,MG,Itaguara,Reg. Metropolitana,9/2023,34.685,0.0,287.0,0
COVID19Casos,MG,Itaipé,Interior,9/2023,4.362,3.0,56.0,0
COVID19Casos,MG,Itajubá,Interior,9/2023,175.963,48.0,3.423,0
COVID19Casos,MG,Itamarandiba,Interior,9/2023,54.411,6.0,238.0,0
COVID19Casos,MG,Itamarati de Minas,Interior,9/2023,8.806,0.0,56.0,0
COVID19Casos,MG,Itambacuri,Interior,9/2023,12.810,0.0,245.0,0
COVID19Casos,MG,Itambé do Mato Dentro,Interior,9/2023,770,0.0,35.0,0
COVID19Casos,MG,Itamogi,Interior,9/2023,22.567,4.0,399.0,0
COVID19Casos,MG,Itamonte,Interior,9/2023,26.020,4.0,350.0,0
COVID19Casos,MG,Itanhandu,Interior,9/2023,34.513,4.0,448.0,0
COVID19Casos,MG,Itanhomi,Interior,9/2023,16.114,0.0,224.0,0
COVID19Casos,MG,Itaobim,Interior,9/2023,20.069,0.0,420.0,0
COVID19Casos,MG,Itapagipe,Interior,9/2023,37.877,0.0,462.0,0
COVID19Casos,MG,Itapecerica,Interior,9/2023,34.190,11.0,371.0,0
COVID19Casos,MG,Itapeva,Interior,9/2023,19.414,8.0,287.0,0
COVID19Casos,MG,Itatiaiuçu,Reg. Metropolitana,9/2023,16.296,0.0,252.0,0
COVID19Casos,MG,Itaú de Minas,Interior,9/2023,41.846,0.0,392.0,0
COVID19Casos,MG,Itaúna,Interior,9/2023,175.121,19.0,2.198,0
COVID19Casos,MG,Itaverava,Interior,9/2023,3.787,7.0,21.0,0
COVID19Casos,MG,Itinga,Interior,9/2023,6.657,0.0,126.0,0
COVID19Casos,MG,Itueta,Interior,9/2023,12.138,0.0,56.0,0
COVID19Casos,MG,Ituiutaba,Interior,9/2023,291.768,4.0,3.822,0
COVID19Casos,MG,Itumirim,Interior,9/2023,4.649,2.0,91.0,0
COVID19Casos,MG,Iturama,Interior,9/2023,94.870,6.0,1.876,0
COVID19Casos,MG,Itutinga,Interior,9/2023,4.375,4.0,35.0,0
COVID19Casos,MG,Jaboticatubas,Reg. Metropolitana,9/2023,31.245,2.0,392.0,0
COVID19Casos,MG,Jacinto,Interior,9/2023,11.193,0.0,133.0,0
COVID19Casos,MG,Jacuí,Interior,9/2023,12.817,0.0,322.0,0
COVID19Casos,MG,Jacutinga,Interior,9/2023,32.601,24.0,434.0,0
COVID19Casos,MG,Jaguaraçu,Interior,9/2023,6.349,0.0,91.0,0
COVID19Casos,MG,Jaíba,Interior,9/2023,34.293,0.0,553.0,0
COVID19Casos,MG,Jampruca,Interior,9/2023,3.143,0.0,56.0,0
COVID19Casos,MG,Janaúba,Interior,9/2023,73.036,11.0,1.099,0
COVID19Casos,MG,Januária,Interior,9/2023,41.111,0.0,770.0,0
COVID19Casos,MG,Japaraíba,Interior,9/2023,8.547,0.0,56.0,0
COVID19Casos,MG,Japonvar,Interior,9/2023,5.558,0.0,63.0,0
COVID19Casos,MG,Jeceaba,Interior,9/2023,6.283,1.0,105.0,0
COVID19Casos,MG,Jenipapo de Minas,Interior,9/2023,4.193,0.0,63.0,0
COVID19Casos,MG,Jequeri,Interior,9/2023,7.777,0.0,210.0,0
COVID19Casos,MG,Jequitaí,Interior,9/2023,5.138,0.0,84.0,0
COVID19Casos,MG,Jequitibá,Interior,9/2023,6.538,0.0,70.0,0
COVID19Casos,MG,Jequitinhonha,Interior,9/2023,27.405,0.0,161.0,0
COVID19Casos,MG,Jesuânia,Interior,9/2023,7.091,0.0,70.0,0
COVID19Casos,MG,Joaíma,Interior,9/2023,8.617,0.0,329.0,0
COVID19Casos,MG,Joanésia,Interior,9/2023,4.774,0.0,126.0,0
COVID19Casos,MG,João Monlevade,Interior,9/2023,119.903,0.0,1.995,0
COVID19Casos,MG,João Pinheiro,Interior,9/2023,63.385,0.0,875.0,0
COVID19Casos,MG,Joaquim Felício,Interior,9/2023,5.299,0.0,28.0,0
COVID19Casos,MG,Jordânia,Interior,9/2023,10.171,0.0,105.0,0
COVID19Casos,MG,José Gonçalves de Minas,Interior,9/2023,2.247,0.0,7.0,0
COVID19Casos,MG,José Raydan,Interior,9/2023,4.396,0.0,21.0,0
COVID19Casos,MG,Josenópolis,Interior,9/2023,4.592,0.0,21.0,0
COVID19Casos,MG,Juatuba,Reg. Metropolitana,9/2023,32.241,5.0,625.0,1
COVID19Casos,MG,Juiz de Fora,Interior,9/2023,528.465,0.0,16.832,2
COVID19Casos,MG,Juramento,Interior,9/2023,2.639,0.0,28.0,0
COVID19Casos,MG,Juruaia,Interior,9/2023,22.314,1.0,210.0,0
COVID19Casos,MG,Juvenília,Interior,9/2023,7.070,0.0,42.0,0
COVID19Casos,MG,Ladainha,Interior,9/2023,4.200,3.0,84.0,0
COVID19Casos,MG,Lagamar,Interior,9/2023,8.652,0.0,105.0,0
COVID19Casos,MG,Lagoa da Prata,Interior,9/2023,108.787,0.0,1.285,1
COVID19Casos,MG,Lagoa dos Patos,Interior,9/2023,1.967,0.0,14.0,0
COVID19Casos,MG,Lagoa Dourada,Interior,9/2023,14.882,0.0,105.0,0
COVID19Casos,MG,Lagoa Formosa,Interior,9/2023,30.643,3.0,518.0,0
COVID19Casos,MG,Lagoa Grande,Interior,9/2023,15.848,0.0,245.0,0
COVID19Casos,MG,Lagoa Santa,Reg. Metropolitana,9/2023,96.474,7.0,1.064,0
COVID19Casos,MG,Lajinha,Interior,9/2023,26.019,0.0,357.0,0
COVID19Casos,MG,Lambari,Interior,9/2023,33.887,0.0,441.0,0
COVID19Casos,MG,Lamim,Interior,9/2023,4.473,0.0,49.0,0
COVID19Casos,MG,Laranjal,Interior,9/2023,12.174,2.0,217.0,0
COVID19Casos,MG,Lassance,Interior,9/2023,8.813,0.0,49.0,0
COVID19Casos,MG,Lavras,Interior,9/2023,229.139,70.0,1.498,0
COVID19Casos,MG,Leandro Ferreira,Interior,9/2023,3.759,0.0,49.0,0
COVID19Casos,MG,Leme do Prado,Interior,9/2023,4.263,0.0,28.0,0
COVID19Casos,MG,Leopoldina,Interior,9/2023,98.630,0.0,1.505,0
COVID19Casos,MG,Liberdade,Interior,9/2023,1.869,0.0,84.0,0
COVID19Casos,MG,Lima Duarte,Interior,9/2023,20.737,10.0,427.0,0
COVID19Casos,MG,Limeira do Oeste,Interior,9/2023,19.669,1.0,266.0,0
COVID19Casos,MG,Lontra,Interior,9/2023,7.012,10.0,91.0,0
COVID19Casos,MG,Luisburgo,Interior,9/2023,5.180,0.0,133.0,0
COVID19Casos,MG,Luislândia,Interior,9/2023,2.982,0.0,28.0,0
COVID19Casos,MG,Luminárias,Interior,9/2023,5.635,0.0,105.0,0
COVID19Casos,MG,Luz,Interior,9/2023,43.848,0.0,301.0,0
COVID19Casos,MG,Machacalis,Interior,9/2023,5.950,0.0,98.0,0
COVID19Casos,MG,Machado,Interior,9/2023,77.161,0.0,826.0,0
COVID19Casos,MG,Madre de Deus de Minas,Interior,9/2023,8.596,0.0,126.0,0
COVID19Casos,MG,Malacacheta,Interior,9/2023,14.602,0.0,210.0,0
COVID19Casos,MG,Mamonas,Interior,9/2023,5.054,0.0,56.0,0
COVID19Casos,MG,Manga,Interior,9/2023,14.854,0.0,161.0,0
COVID19Casos,MG,Manhuaçu,Interior,9/2023,79.045,6.0,1.834,0
COVID19Casos,MG,Manhumirim,Interior,9/2023,25.959,2.0,406.0,0
COVID19Casos,MG,Mantena,Interior,9/2023,32.200,0.0,756.0,0
COVID19Casos,MG,Mar de Espanha,Interior,9/2023,19.460,0.0,322.0,0
COVID19Casos,MG,Maravilhas,Interior,9/2023,9.933,0.0,49.0,0
COVID19Casos,MG,Maria da Fé,Interior,9/2023,22.218,0.0,371.0,0
COVID19Casos,MG,Mariana,Interior,9/2023,128.755,1.0,826.0,0
COVID19Casos,MG,Marilac,Interior,9/2023,4.662,0.0,105.0,0
COVID19Casos,MG,Mário Campos,Reg. Metropolitana,9/2023,11.858,0.0,427.0,0
COVID19Casos,MG,Maripá de Minas,Interior,9/2023,7.049,0.0,112.0,0
COVID19Casos,MG,Marliéria,Interior,9/2023,4.830,0.0,140.0,0
COVID19Casos,MG,Marmelópolis,Interior,9/2023,3.983,0.0,84.0,0
COVID19Casos,MG,Martinho Campos,Interior,9/2023,23.345,0.0,364.0,0
COVID19Casos,MG,Martins Soares,Interior,9/2023,5.131,0.0,105.0,0
COVID19Casos,MG,Mata Verde,Interior,9/2023,5.768,0.0,70.0,0
COVID19Casos,MG,Materlândia,Interior,9/2023,1.666,0.0,14.0,0
COVID19Casos,MG,Mateus Leme,Reg. Metropolitana,9/2023,70.863,5.0,735.0,0
COVID19Casos,MG,Mathias Lobato,Interior,9/2023,4.200,0.0,91.0,0
COVID19Casos,MG,Matias Barbosa,Interior,9/2023,28.121,3.0,469.0,0
COVID19Casos,MG,Matias Cardoso,Interior,9/2023,4.529,0.0,84.0,0
COVID19Casos,MG,Matipó,Interior,9/2023,20.139,0.0,336.0,0
COVID19Casos,MG,Mato Verde,Interior,9/2023,14.945,7.0,126.0,0
COVID19Casos,MG,Matozinhos,Reg. Metropolitana,9/2023,67.114,2.0,889.0,0
COVID19Casos,MG,Matutina,Interior,9/2023,4.167,4.0,56.0,0
COVID19Casos,MG,Medeiros,Interior,9/2023,3.465,0.0,14.0,0
COVID19Casos,MG,Medina,Interior,9/2023,13.951,0.0,259.0,0
COVID19Casos,MG,Mendes Pimentel,Interior,9/2023,9.163,0.0,84.0,0
COVID19Casos,MG,Mercês,Interior,9/2023,3.255,0.0,154.0,0
COVID19Casos,MG,Mesquita,Interior,9/2023,4.361,0.0,77.0,0
COVID19Casos,MG,Minas Novas,Interior,9/2023,13.457,2.0,189.0,0
COVID19Casos,MG,Minduri,Interior,9/2023,3.779,3.0,77.0,0
COVID19Casos,MG,Mirabela,Interior,9/2023,13.762,0.0,154.0,0
COVID19Casos,MG,Miradouro,Interior,9/2023,10.395,0.0,105.0,0
COVID19Casos,MG,Miraí,Interior,9/2023,21.028,0.0,147.0,0
COVID19Casos,MG,Miravânia,Interior,9/2023,2.184,0.0,14.0,0
COVID19Casos,MG,Moeda,Interior,9/2023,2.898,0.0,105.0,0
COVID19Casos,MG,Moema,Interior,9/2023,14.399,0.0,98.0,0
COVID19Casos,MG,Monjolos,Interior,9/2023,441,0.0,21.0,0
COVID19Casos,MG,Monsenhor Paulo,Interior,9/2023,13.552,0.0,70.0,0
COVID19Casos,MG,Montalvânia,Interior,9/2023,16.716,0.0,168.0,0
COVID19Casos,MG,Monte Alegre de Minas,Interior,9/2023,22.160,1.0,329.0,0
COVID19Casos,MG,Monte Azul,Interior,9/2023,18.767,0.0,273.0,0
COVID19Casos,MG,Monte Belo,Interior,9/2023,21.042,0.0,294.0,0
COVID19Casos,MG,Monte Carmelo,Interior,9/2023,91.650,9.0,1.505,0
COVID19Casos,MG,Monte Formoso,Interior,9/2023,2.737,0.0,56.0,0
COVID19Casos,MG,Monte Santo de Minas,Interior,9/2023,39.661,34.0,553.0,0
COVID19Casos,MG,Monte Sião,Interior,9/2023,51.507,12.0,322.0,0
COVID19Casos,MG,Montes Claros,Interior,9/2023,682.213,49.0,7.637,0
COVID19Casos,MG,Montezuma,Interior,9/2023,5.159,0.0,42.0,0
COVID19Casos,MG,Morada Nova de Minas,Interior,9/2023,13.706,0.0,84.0,0
COVID19Casos,MG,Morro da Garça,Interior,9/2023,2.268,0.0,70.0,0
COVID19Casos,MG,Morro do Pilar,Interior,9/2023,1.463,0.0,35.0,0
COVID19Casos,MG,Munhoz,Interior,9/2023,7.938,0.0,119.0,0
COVID19Casos,MG,Muriaé,Interior,9/2023,128.429,0.0,2.681,0
COVID19Casos,MG,Mutum,Interior,9/2023,29.021,1.0,371.0,0
COVID19Casos,MG,Muzambinho,Interior,9/2023,48.307,0.0,385.0,0
COVID19Casos,MG,Nacip Raydan,Interior,9/2023,4.060,0.0,70.0,0
COVID19Casos,MG,Nanuque,Interior,9/2023,56.370,1.0,973.0,0
COVID19Casos,MG,Naque,Interior,9/2023,6.223,0.0,189.0,0
COVID19Casos,MG,Natalândia,Interior,9/2023,4.956,0.0,63.0,0
COVID19Casos,MG,Natércia,Interior,9/2023,8.281,0.0,63.0,0
COVID19Casos,MG,Nazareno,Interior,9/2023,8.106,0.0,112.0,0
COVID19Casos,MG,Nepomuceno,Interior,9/2023,40.421,6.0,420.0,0
COVID19Casos,MG,Ninheira,Interior,9/2023,7.644,0.0,63.0,0
